fighter_id,fighter_name,background,confidence,notes
b1f21ce050035d58,Andre Lima,unclear,low,No Wikipedia page found
8d3273573b85be09,Asu Almabayev,bjj_grappler,high,Wikipedia: Wrestling from 5; BJJ champion of Kazakhstan and Asia
792be9a24df82ed6,Brandon Moreno,unclear,low,Wikipedia: Started directly in MMA
6e15f63b6c2e2c15,Brandon Royval,hybrid,low,Wikipedia: BJJ and Muay Thai from 15
294aa73dbf37d281,Bruno Silva,unclear,low,Two UFC fighters share this name; page not matched
077e3ace32b72be9,CJ Vergara,unclear,low,No Wikipedia page found
b62d5280966b2460,Clayton Carpenter,unclear,low,No Wikipedia page found
31bb0772f21cabd8,Daniel Lacerda,unclear,low,No Wikipedia page found
5ef94841c4bc3f86,Edgar Chairez,unclear,low,No Wikipedia page found
b671bdf981ad527d,HyunSung Park,unclear,low,No Wikipedia page found
65adf3856c4d9256,Jafel Filho,unclear,low,No Wikipedia page found
c051c2e12d692b8a,Jesus Aguilar,unclear,low,No Wikipedia page found
09e62c450e754913,Jimmy Flick,unclear,low,No Wikipedia page found
17e97649403ba428,Joshua Van,unclear,low,Wikipedia names no martial art before MMA
853eb0dd5c0e2149,Kai Kara-France,bjj_grappler,low,Wikipedia: BJJ from 10 for two years; then MMA
bb2c3c3a466224af,Lone'er Kavanagh,unclear,low,Wikipedia names no martial art before MMA
1a31ef98efce7a79,Matheus Nicolau,unclear,low,Wikipedia names no martial art before MMA
67c1d46f4ed16f9e,Matt Schnell,unclear,low,Wikipedia names no martial art before MMA
75353550928a7921,Muhammad Mokaev,wrestler,high,Wikipedia: Freestyle wrestling; four-time British junior champion; BJJ later
6e9f40c706f91f32,Nate Maness,unclear,low,Wikipedia: Started directly in MMA
6d68c1afe954f121,Ode Osbourne,wrestler,high,Wikipedia: HS wrestling three-time state finalist; college wrestling nationals
3cf18e01cb6cbde3,Sumudaerji,striker_kickboxing,high,Wikipedia: Sanda from 2010; Sichuan sanda team
c96d9178c9ed9e62,Tim Elliott,wrestler,high,Wikipedia: HS state champion; NJCAA wrestling national champion
dc7927cd622676a7,Victor Altamirano,unclear,low,No Wikipedia page found
279566840aa55bf2,Alexander Volkov,unclear,low,Wikipedia names no martial art before MMA
c0badf3243907e59,Alexandr Romanov,wrestler,high,Wikipedia: Freestyle wrestling from 7; Moldovan World and European teams
3738e68d2261e60f,Andrei Arlovski,wrestler,high,Wikipedia: Sambo from 16; International Master of Sports in sambo; kickboxing later
1a9480fc288e55d7,Don'Tale Mayes,bjj_grappler,high,Wikipedia: Judo first; Kansas and Indiana state champion
41e83a89929d1327,Jailton Almeida,striker_boxing,low,Wikipedia: Boxing from 6; BJJ from 11
92fa1401b7927da3,Jake Collier,bjj_grappler,medium,Wikipedia: BJJ from 20; competed before MMA
07f72a2a7591b409,Jon Jones,unclear,low,Wikipedia names no martial art before MMA
b5da8f7d05e85a55,Josh Parisian,unclear,low,Wikipedia: Started directly in MMA
e13abac8089a801a,Justin Tafa,unclear,low,Wikipedia names no martial art before MMA
0c25d0a5e8cdbf19,Lukasz Brzeski,unclear,low,No Wikipedia page found
ab943cd2c3c17825,Marcos Rogerio de Lima,unclear,low,Wikipedia names no martial art before MMA
8eb046f83e82bf26,Martin Buday,bjj_grappler,high,Wikipedia: BJJ from 18; IBJJF European gold at blue and purple
0d5cc0170c1a7e71,Mick Parkin,unclear,low,Wikipedia names no martial art before MMA
da7f113b5ea39c43,Mohammed Usman,unclear,low,No Wikipedia page found
ac40f7e3cbecdda4,Parker Porter,unclear,low,Wikipedia: Started directly in MMA
d31a5546c0e9b213,Rodrigo Nascimento,unclear,low,Wikipedia: Started directly in MMA
a67f5afa8d6a1b80,Ryan Spann,unclear,low,Wikipedia names no martial art before MMA
f14cf73e51b29254,Sergei Pavlovich,wrestler,high,Wikipedia: Greco-Roman wrestling from 5; combat sambo later
6747ccd6d1acd266,Shamil Gaziev,unclear,low,Wikipedia names no martial art before MMA
d28dee5c705991df,Stipe Miocic,wrestler,high,Wikipedia: HS and Division I college wrestling; Golden Gloves boxing later
04c8b08b16a5b99e,Tanner Boser,striker_kickboxing,high,Wikipedia: Karate for almost a decade; black belt
764d39074a352e33,Thomas Petersen,unclear,low,No Wikipedia page found
399afbabc02376b5,Tom Aspinall,bjj_grappler,high,Wikipedia: Catch wrestling and boxing from 7; then BJJ; British Open BJJ titles
f5779a2303ed76ec,Valter Walker,unclear,low,Wikipedia names no martial art before MMA
fc08099550072fe4,Waldo Cortes-Acosta,striker_boxing,low,Wikipedia: Boxing and MMA together from 24
e5549c82bfb5582d,Alex Pereira,striker_kickboxing,high,Wikipedia: Kickboxing from 21; amateur boxing 25-3; Glory champion
d4c9dcd330403612,Anthony Smith,unclear,low,Wikipedia names no martial art before MMA
ef5dcb10d2bd4b0f,Bogdan Guskov,hybrid,medium,Wikipedia: Boxing and kickboxing from youth; tournaments in both
74f9448b97bf8bec,Da Woon Jung,unclear,low,Wikipedia names no martial art before MMA
cc7040fe76f0ef91,Devin Clark,wrestler,high,Wikipedia: Wrestling from 7; HS state champ and NJCAA national champ; amateur boxing
2e19380f34871c6a,Dominick Reyes,wrestler,low,Wikipedia: Wrestled as a youth; college football
e4277e87a789d687,Dustin Jacoby,wrestler,medium,Wikipedia: Taekwondo from 4 for four years; wrestling from 5 to 12
6e8f1bcdda94ff45,Ibo Aslan,striker_kickboxing,low,Wikipedia: Kickboxing from 13; wrestling and BJJ later
5444c5a201d3ee5a,Jamahal Hill,unclear,low,Wikipedia names no martial art before MMA
99df7d0a2a08a8a8,Jan Blachowicz,hybrid,medium,Wikipedia: Judo from 9; grappling and Muay Thai tournament wins
c15fa95b9a12fde4,Junior Tafa,striker_kickboxing,high,Wikipedia: Pro kickboxer in Glory before MMA
749f572d1d3161fb,Khalil Rountree Jr.,unclear,low,Wikipedia: Started directly in MMA
d802174b0c0c1f4e,Magomed Ankalaev,wrestler,high,Wikipedia: Greco-Roman wrestling; Master of Sports in combat sambo
476fe566d2df676e,Modestas Bukauskas,striker_kickboxing,high,Wikipedia: Four-time British Kickboxing Champion
b4b496ec2197ee3e,Navajo Stirling,striker_kickboxing,high,Wikipedia: Karate first; pro kickboxing tournament champion
1091d4d957141094,Nikita Krylov,striker_kickboxing,medium,Wikipedia: Kyokushin karate from 10
46e2011d92463b7e,Oumar Sy,unclear,low,No Wikipedia page found
53c943c873cffe90,Philipe Lins,unclear,low,Wikipedia names no martial art before MMA
69898645d600abdb,Rodolfo Bellato,unclear,low,No Wikipedia page found
49e96ff8ab781589,Tyson Pedro,bjj_grappler,medium,Wikipedia: Japanese jiu-jitsu from 4; then boxing and BJJ
0845c81e37d3bcb3,Volkan Oezdemir,striker_kickboxing,medium,Wikipedia: Amateur and pro kickboxing; BJJ before MMA
8a65fd9ba31fd3f7,Zhang Mingyang,striker_kickboxing,high,Wikipedia: Sanda from 12; National Youth Sanda Champion
262a7d06203657e6,Alexander Hernandez,wrestler,medium,Wikipedia: Wrestling from 13
eae48ff31db420c2,Arman Tsarukyan,wrestler,high,Wikipedia: Freestyle wrestling; Master of Sports
08af939f41b5a57b,Beneil Dariush,bjj_grappler,high,Wikipedia: BJJ from 2007; black belt; no gi world champion
c2299ec916bc7c56,Benoit Saint Denis,unclear,low,No Wikipedia page found
4bdedbdeedff7d1d,Bolaji Oki,unclear,low,No Wikipedia page found
07225ba28ae309b6,Charles Oliveira,bjj_grappler,high,Wikipedia: BJJ from 12; São Paulo and CBJJE world champion
971246648e162f0d,Chase Hooper,unclear,low,Wikipedia names no martial art before MMA
fd406a32a6fb3a29,Chris Duncan,unclear,low,Wikipedia: Started directly in MMA
06626b6287e1ae1e,Chris Padilla,unclear,low,No Wikipedia page found
d747eb273a40a920,Claudio Puelles,striker_kickboxing,medium,Wikipedia: Muay Thai from 13; grappling later
c47df9303d318c67,Clay Guida,wrestler,high,Wikipedia: Wrestling from 5; college wrestling at Harper
38c626ca912c7bac,Damir Hadzovic,unclear,low,Wikipedia: Started directly in MMA
4148802ae4a50768,Daniel Zellhuber,unclear,low,Wikipedia names no martial art before MMA
f53d4f21d1b5f2dc,Diego Ferreira,unclear,low,No Wikipedia page found
7cbf7c78d3b34218,Drakkar Klose,wrestler,high,Wikipedia: HS state wrestling champion; college wrestling
519e4fe37ce9ff75,Drew Dober,striker_kickboxing,high,Wikipedia: Muay Thai from 14; two-time amateur national champion; HS wrestling
48a9a128784d53d1,Elves Brener,unclear,low,No Wikipedia page found
1e4f273069fb9e85,Fares Ziam,striker_kickboxing,medium,Wikipedia: Kickboxing and BJJ from 13; judo from 14; ISKA kickboxing title
5eb50529a8418b77,Gabe Green,striker_boxing,low,Wikipedia: Boxing taught by father at home
7772b283d288dbe2,Guram Kutateladze,hybrid,low,Wikipedia: Sambo and K-1/Muay Thai in formative years
e4a47b07044ddd72,Ignacio Bahamondes,striker_kickboxing,medium,Wikipedia: Amateur kickboxing career; father a WKN champion
275aca31f61ba28c,Islam Makhachev,striker_kickboxing,medium,Wikipedia: Taekwondo from 7; then sanda; wrestling one year; combat sambo champion later
eb393afdbe3293d5,Ismael Bonfim,unclear,low,No Wikipedia page found
4c88a1db5a46c6a4,Jai Herbert,unclear,low,Wikipedia names no martial art before MMA
4d8fa64202cee4c1,Jalin Turner,wrestler,low,Wikipedia: HS wrestling briefly; injured before competing
af9f42e6894047fc,Jamie Mullarkey,unclear,low,Wikipedia: Started directly in MMA
18968f97ad34f15c,Jeremy Stephens,wrestler,medium,Wikipedia: HS wrestling standout
d1941565abf50b16,Jim Miller,wrestler,medium,Wikipedia: Wrestling from 4; HS and one year at Virginia Tech; BJJ black belt later
ae7fe94f117f98cf,Joaquim Silva,hybrid,low,"Wikipedia: Muay Thai, boxing and BJJ as a teen"
c21a036b4e012f1c,John Makdessi,striker_kickboxing,high,"Wikipedia: Taekwondo from 6; Shotokan karate, 22-0 in kickboxing"
887961364be5ceb3,King Green,wrestler,high,Wikipedia: HS wrestling; CIF All-State twice
a7151778b3381036,Kurt Holobaugh,unclear,low,Wikipedia names no martial art before MMA
873626e5547b5235,Kyle Prepolec,striker_boxing,low,Wikipedia: Boxing first; HS wrestling for two years
f9b200db02b488d9,Lando Vannata,wrestler,medium,Wikipedia: Wrestling and BJJ from 13; NCAA D1 wrestling briefly
2e7878927067fdca,Manuel Torres,unclear,low,Wikipedia names no martial art before MMA
32c355b04fc57f3a,Marc Diakiese,unclear,low,Wikipedia: Started directly in MMA
da0995f19b749cfa,Mark Madsen,wrestler,high,Wikipedia: Greco-Roman wrestling from 6; Olympic silver
f6ad6a1e4d600e0d,Mason Jones,unclear,low,Wikipedia names no martial art before MMA
72db2a14ffa73ece,Mateusz Gamrot,wrestler,high,"Wikipedia: Wrestling from 10; Polish national team, European and World Championships"
9c393e836a852f30,Mauricio Ruffy,unclear,low,Wikipedia names no martial art before MMA
150ff4cc642270b9,Max Holloway,striker_kickboxing,medium,Wikipedia: Kickboxing from 15
4b93a88f3b1de35b,Michael Chandler,wrestler,high,Wikipedia: HS state runner-up; NCAA D1 All-American wrestler
fb3e61720be4690c,Mike Davis,wrestler,medium,Wikipedia: HS wrestling; pro boxing later
ff62013d2fce6d13,Nazim Sadykhov,unclear,low,Wikipedia names no martial art before MMA
37f560436d745c18,Nikolas Motta,unclear,low,No Wikipedia page found
ee18ff42063174df,Ottman Azaitar,striker_kickboxing,high,"Wikipedia: Jiu-jitsu from 6; German Muay Thai champion, national team"
7826923b47f8d72a,Paddy Pimblett,unclear,low,Wikipedia: Started directly in MMA
17734443a833cdf7,Quillan Salkilld,unclear,low,Wikipedia: Started directly in MMA
e132d47bd9efbbe0,Rafa Garcia,unclear,low,No Wikipedia page found
814ff3018127e8fc,Ricky Glenn,striker_boxing,medium,Wikipedia: One year HS wrestling; boxing from 14
a13d755965a4ec9f,Rongzhu,unclear,low,No Wikipedia page found
d945aae53e3e54e6,Thiago Moises,bjj_grappler,medium,Wikipedia: BJJ from 8
cfc3e7bb44685289,Trey Ogden,unclear,low,No Wikipedia page found
c77a953488e5607d,Vinc Pichel,unclear,low,Wikipedia: Started directly in MMA
36b8f265bcd1b7a4,Abus Magomedov,wrestler,medium,Wikipedia: Wrestling from childhood; kickboxing later
093e1f5bb73850be,Anthony Hernandez,wrestler,low,Wikipedia: HS wrestling team
369ea36e450ae62a,Armen Petrosyan,striker_kickboxing,high,Wikipedia: IFMA Muay Thai world gold and silver; Russian Muay Thai medals
2f815ed5f8278ba6,Ateba Gautier,wrestler,medium,"Wikipedia: Sambo from 18; African Sambo silver, Muay Thai youth title"
2f181c0467965b98,Brendan Allen,bjj_grappler,medium,Wikipedia: BJJ from 13; some wrestling and boxing in HS
1e719d4b676dc19a,Brunno Ferreira,unclear,low,No Wikipedia page found
a331233f597090a5,Bryan Barberena,unclear,low,Wikipedia names no martial art before MMA
4126a78111c0855a,Caio Borralho,bjj_grappler,high,"Wikipedia: Judo from 6, state and national titles; BJJ and Muay Thai later"
3a8176e15b9887c1,Chris Weidman,wrestler,high,Wikipedia: HS state champion; two-time NCAA D1 All-American wrestler
a93f94c923c3a9cb,Christian Leroy Duncan,unclear,low,Wikipedia names no martial art before MMA
f14f644d41ade29f,Cody Brundage,wrestler,high,Wikipedia: HS state runner-up; NCAA D2 wrestling at Newberry
866fd7b1a6c90e7f,Dusko Todorovic,striker_kickboxing,medium,Wikipedia: Taekwondo from 8; wrestling and grappling later
71505842fb6455c3,Dustin Stoltzfus,striker_kickboxing,medium,"Wikipedia: Folkstyle wrestling as a child; Tang Soo Do, kung fu; former kickboxer"
4144798612ef96e5,Edmen Shahbazyan,wrestler,medium,Wikipedia: Martial arts from 9; HS wrestling to CIF State
9508cc6184cb2450,Eric McConico,unclear,low,No Wikipedia page found
6ac9bc2953c47345,Gerald Meerschaert,striker_kickboxing,low,Wikipedia: Taekwondo when young
d1c65d2cf2925ddd,Gregory Rodrigues,bjj_grappler,high,"Wikipedia: Capoeira from 5; BJJ from 8, black belt, world champion; wrestling later"
260bd4cef10b033f,Ihor Potieria,unclear,low,No Wikipedia page found
b07aed698fba8624,Ikram Aliskerov,wrestler,high,Wikipedia: Sambo and judo from school age; four-time combat sambo world champion
0a1942069c9ad6b6,Jack Hermansson,wrestler,medium,Wikipedia: Greco-Roman wrestling from 9; Muay Thai later
d4270315cbcf2569,Jacob Malkoun,hybrid,medium,"Wikipedia: Boxing from 16, 3-0 pro boxer; ADCC Asia trials winner"
830f60497fab345a,Jamie Pickett,bjj_grappler,low,Wikipedia: BJJ from 19
13a0275fa13c4d26,Jared Cannonier,unclear,low,Wikipedia names no martial art before MMA
c1085e1701b13eca,Joe Pyfer,bjj_grappler,medium,Wikipedia: Jiu-jitsu and judo as a child; HS wrestling later
ca43de99b07b6b40,Josh Fremd,unclear,low,No Wikipedia page found
285ae0b4a68221f4,JunYong Park,unclear,low,No Wikipedia page found
f1b2aa7853d1ed6e,Kamaru Usman,wrestler,high,Wikipedia: NCAA D2 national champion wrestler
8c0580d4fff106c1,Kelvin Gastelum,wrestler,high,Wikipedia: HS state wrestling champion; NJCAA wrestling
767755fd74662dbf,Khamzat Chimaev,wrestler,high,Wikipedia: Wrestling from 5; Russian junior bronze
d6c0cdd7e467c440,Kyle Daukaus,unclear,low,Wikipedia: Informal grappling then straight to MMA
ea7e5bc78d9de658,Makhmud Muradov,striker_kickboxing,medium,Wikipedia: Boxing in youth; junior Uzbek kickboxing champion; combat sambo from 17
7acbb0972e75281a,Marvin Vettori,striker_kickboxing,medium,Wikipedia: Kickboxing from 13
a67d071163962af8,Michael Page,striker_kickboxing,high,Wikipedia: Lau Gar kung fu from 3; ten kickboxing world titles
0d65c432720accb9,Michal Oleksiejczuk,unclear,low,Wikipedia names no martial art before MMA
595db60957de51d3,Michel Pereira,striker_kickboxing,medium,Wikipedia: Karate from 12; BJJ from 16
881bf86d4cba8578,Nassourdine Imavov,striker_boxing,medium,Wikipedia: Boxing from 9
eabf206b162b3b83,Paul Craig,unclear,low,Wikipedia: Started directly in MMA
e1147d3d2dabe1ce,Robert Whittaker,striker_kickboxing,high,"Wikipedia: Goju-ryu karate from 7, black belt; hapkido then MMA; freestyle wrestling later"
327d5f279895110d,Roman Dolidze,bjj_grappler,medium,"Wikipedia: Sambo and BJJ from 20; world grappling champion, ADCC Asia champion"
0d8011111be000b2,Sean Strickland,unclear,low,Wikipedia: Started directly in MMA
4e6738062d469256,Sedriques Dumas,unclear,low,No Wikipedia page found
06734ca9d88dec3a,Shara Magomedov,striker_kickboxing,high,"Wikipedia: Boxing first; Russian Muay Thai champion, 18-2"
6aae253467e8f9ce,Tafon Nchukwi,striker_kickboxing,high,Wikipedia: HS wrestling; WKA kickboxing national and world champion
d317a5e2b3f88c5f,Warlley Alves,striker_kickboxing,high,Wikipedia: Kickboxing from 10; three Brazilian kickboxing titles
23dec7c47cb418f8,Zachary Reese,unclear,low,Wikipedia names no martial art before MMA
a01a62132460a98d,Adam Fugitt,wrestler,medium,"Wikipedia: HS and college wrestling; BJJ from 20, then Muay Thai"
cdb96af67d096b1e,Alex Morono,bjj_grappler,medium,"Wikipedia: Boxing gym from 2007, then jiu-jitsu; 1-0 pro kickboxing"
1497e735d9f2560a,Ange Loosa,unclear,low,No Wikipedia page found
b1b0729d27936f2f,Belal Muhammad,wrestler,low,Wikipedia: HS wrestling team
f626118b6da0e020,Bryan Battle,unclear,low,Wikipedia: Started directly in MMA
7ee0fd831c0fe7c3,Carlos Prates,striker_kickboxing,high,Wikipedia: Muay Thai from teens; pro Muay Thai career in Thailand and China
a53d30163304aa6e,Carlston Harris,hybrid,low,Wikipedia: Boxing and luta livre as a hobby
feedf3053472fe56,Charles Radtke,unclear,low,No Wikipedia page found
c68c68efaa5ca6ef,Chidi Njokuani,striker_kickboxing,high,Wikipedia: Muay Thai from 10; pro Muay Thai and kickboxing
dc9572dd6ec74859,Colby Covington,wrestler,high,"Wikipedia: HS state champion; NJCAA champion, NCAA D1 All-American wrestler"
8adcbd525fab8d9b,Elizeu Zaleski dos Santos,striker_kickboxing,medium,Wikipedia: Capoeira from 9
3920d0cc288f9b0d,Francisco Prado,unclear,low,No Wikipedia page found
b997be68943010fc,Geoff Neal,unclear,low,Wikipedia names no martial art before MMA
fd55393021a8c255,Gunnar Nelson,bjj_grappler,medium,"Wikipedia: Goju-ryu karate from 13, juvenile national titles; BJJ from 17, black belt"
6b453bc35a823c3f,Jack Della Maddalena,striker_boxing,medium,Wikipedia: Boxing from 14
c730a0be691dc081,Jared Gooden,unclear,low,Wikipedia: Started directly in MMA
f1fac969a1d70b08,Leon Edwards,unclear,low,Wikipedia: Started directly in MMA
e64b96c07d7ce999,Li Jingliang,hybrid,medium,Wikipedia: Chinese wrestling and sanda
c58f51dedb310998,Michael Chiesa,wrestler,medium,Wikipedia: Wrestling from 11; HS wrestling
dd6103dd7127db1d,Mike Malott,unclear,low,Wikipedia names no martial art before MMA
447f9858ae78f921,Muslim Salikhov,striker_kickboxing,high,Wikipedia: Wushu Sanda from 1995; multiple-time sanda world champion
bf2c8e01b07d3eb1,Myktybek Orolbai,unclear,low,Wikipedia names no martial art before MMA
84b3e7d38f2d2ec5,Neil Magny,wrestler,high,Wikipedia: HS and college wrestling
9d19d9e4aa2662e8,Nicolas Dalby,striker_kickboxing,medium,Wikipedia: Karate for five years as a teen
d8da10db80131bec,Niko Price,striker_kickboxing,medium,Wikipedia: Kickboxing after HS; 2-0 by KO
0f1efce7d2571d10,Nikolay Veretennikov,unclear,low,No Wikipedia page found
6b56e94a59b7b134,Oban Elliott,unclear,low,No Wikipedia page found
8e382b585a92affe,Phil Rowe,unclear,low,Wikipedia names no martial art before MMA
9fe7af8b3fbe00a0,Preston Parsons,unclear,low,No Wikipedia page found
64facb6cc564262d,Punahele Soriano,wrestler,high,Wikipedia: HS state wrestling champion; D-III All-American; HS judo champion
6a2f7c151031653d,Rafael Dos Anjos,bjj_grappler,medium,Wikipedia: BJJ from 9
3d074044a33825e7,Ramiz Brahimaj,unclear,low,Wikipedia: Started directly in MMA
c6aee362c7a7d482,Randy Brown,striker_boxing,medium,"Wikipedia: Boxing from 2005, then MMA at 19"
8b6e5dc2ba1edbe7,Sam Patterson,unclear,low,No Wikipedia page found
45f7cb591c3ab00b,Sean Brady,striker_kickboxing,low,"Wikipedia: Muay Thai in HS, then BJJ"
01afe0916a40c7c5,Shavkat Rakhmonov,unclear,low,Wikipedia names no martial art before MMA
32490e80ddab1e5a,Song Kenan,unclear,low,Wikipedia names no martial art before MMA
4a28cb716c19157a,Stephen Thompson,striker_kickboxing,high,Wikipedia: Karate from 3; kickboxing 37-0 amateur and pro kickboxer
40f3cb27fc7305a1,Themba Gorimbo,unclear,low,Wikipedia: Started directly in MMA
4b47e71384a9522f,Tim Means,unclear,low,Wikipedia names no martial art before MMA
681399317dbf4701,Uros Medic,bjj_grappler,medium,Wikipedia: Judo from 4; kickboxing later
6d4b63c767106d3a,Vicente Luque,striker_kickboxing,medium,Wikipedia: Karate from 3; Muay Thai and BJJ as a teen
4dcfb28c011c11b2,Wellington Turman,striker_kickboxing,low,Wikipedia: Muay Thai to lose weight
fc6e681bf6658faf,Ashlee Evans-Smith,unclear,low,Wikipedia names no martial art before MMA
af9efbfd63d39734,Chelsea Chandler,striker_kickboxing,low,Wikipedia: Trained at Tiger Muay Thai from 2011
578ef12674df1e6a,Irene Aldana,unclear,low,Wikipedia: Started directly in MMA
e3964ece586e0635,Jacqueline Cavalcanti,unclear,low,Wikipedia names no martial art before MMA
68d35296f566792b,Josiane Nunes,unclear,low,Wikipedia names no martial art before MMA
3253b16d38ae087d,Julianna Pena,striker_kickboxing,low,"Wikipedia: Cardio kickboxing class, then MMA"
351c4ec637380ad5,Karol Rosa,bjj_grappler,high,Wikipedia: BJJ from 13; multiple international titles
b9706f80d005036c,Ketlen Vieira,bjj_grappler,medium,Wikipedia: BJJ then judo from 12; black belts in both; national wrestling champion
5078e1dacf9d25f4,Luana Santos,bjj_grappler,high,Wikipedia: Judo from 8; national team; black belt at 18
3cf66c62d9069f43,Lucie Pudilova,unclear,low,Wikipedia: Started directly in MMA
cc8c623cca88f54f,Mayra Bueno Silva,unclear,low,Wikipedia names no martial art before MMA
bd532e9a2b93870c,Melissa Mullins,unclear,low,No Wikipedia page found
f2b3f4ef3f780168,Nora Cornolle,striker_kickboxing,high,Wikipedia: Muay Thai from 21; French champion; World Games silver
d3f5d33d61cd00c9,Norma Dumont,striker_kickboxing,high,Wikipedia: Jiu jitsu at 13; Sanda national champion after 19
91dac5e69e28d5b5,Pannie Kianzad,striker_boxing,medium,Wikipedia: Boxing from 14; ~30 amateur bouts; shootfighting champion at 19
b1e5bcaad32a3cac,Priscila Cachoeira,unclear,low,Wikipedia: Started directly in MMA
3143bf892608139a,Yana Santos,unclear,low,Wikipedia names no martial art before MMA
e8b731feff72294b,Alexa Grasso,unclear,low,Wikipedia names no martial art before MMA
05fa626cb33d15b8,Andrea Lee,striker_kickboxing,medium,Wikipedia: Kickboxer; win at Muay Thai World Championships
04835018f90b118c,Casey O'Neill,striker_kickboxing,medium,Wikipedia: Kickboxing from 4; BJJ from 13
27b388f0aab49780,Dione Barbosa,unclear,low,No Wikipedia page found
de594b35c45c2e9a,Eduarda Moura,unclear,low,No Wikipedia page found
669970f7feba8ecd,Erin Blanchfield,bjj_grappler,high,Wikipedia: Jiu-jitsu from 7; EBI champion
a6eb54ae17a551be,Gabriella Fernandes,unclear,low,No Wikipedia page found
6fd953151d981979,JJ Aldrich,striker_kickboxing,high,Wikipedia: Taekwondo from 9; black belt at 13
a9e260472d321361,Jasmine Jasudavicius,unclear,low,Wikipedia: Started directly in MMA
8e1f36476ef02a6a,Jennifer Maia,striker_kickboxing,high,Wikipedia: Muay Thai from 15 with national titles; pro boxing 3-0 later
12f91bfa8f1f723b,Joanne Wood,striker_kickboxing,medium,Wikipedia: Former Muay Thai champion
aa0c573da7119292,Juliana Miller,unclear,low,No Wikipedia page found
e872e9a9a902c045,Katlyn Cerminara,striker_kickboxing,medium,Wikipedia: Karate from 4
729d4bd5a6cd0a97,Lauren Murphy,bjj_grappler,low,Wikipedia: BJJ for 3 months before MMA
528b071cf3da7c56,Luana Carolina,unclear,low,Wikipedia names no martial art before MMA
34ff304266360297,Manon Fiorot,striker_kickboxing,high,Wikipedia: Karate from 7; black belt and national team; Muay Thai and K-1 national titles
a08ddd04eaffd81d,Mariya Agapova,unclear,low,Wikipedia names no martial art before MMA
262d32ebda89efc4,Natalia Silva,unclear,low,No Wikipedia page found
47b63240018d5d86,Rose Namajunas,unclear,low,Wikipedia names no martial art before MMA
f7467152fd9f18a2,Taila Santos,striker_kickboxing,medium,Wikipedia: Muay Thai from 16; jiu-jitsu later
132deb59abae64b1,Valentina Shevchenko,striker_kickboxing,high,Wikipedia: Taekwondo from 5; Muay Thai and kickboxing from 12; 8 IFMA world golds
9dedfdd91070ddd8,Victoria Leonardo,unclear,low,Wikipedia names no martial art before MMA
2997e7fe3c9d3d4a,Wang Cong,striker_kickboxing,high,Wikipedia: Sanda world and Asian Games gold; boxing world silver
beecb672a279223e,Amanda Ribas,bjj_grappler,high,Wikipedia: Judo under her father; national youth team
f0feeb2192937424,Angela Hill,striker_kickboxing,medium,Wikipedia: Former World Kickboxing Association champion
c0d5c0c95c59050b,Ariane Carnelossi,striker_kickboxing,medium,"Wikipedia: Muay Thai, then jiu-jitsu"
b4c6c904a9ffc5e8,Ashley Yoder,unclear,low,Wikipedia: Started directly in MMA
d910665038efc639,Carla Esparza,wrestler,high,Wikipedia: HS and college wrestling; All-American; BJJ later
cffb87059e645bd1,Denise Gomes,unclear,low,Wikipedia names no martial art before MMA
02f8fedc18cbd26c,Emily Ducote,hybrid,medium,Wikipedia: Taekwondo black belt from 12; HS wrestling state runner-up; BJJ later
745fa7b605f8e2da,Fatima Kline,unclear,low,Wikipedia names no martial art before MMA
38c7f72747f4f712,Gillian Robertson,striker_kickboxing,low,"Wikipedia: Cardio kickboxing from 16, then MMA"
bc7d1ad49fcb2d08,Jaqueline Amorim,unclear,low,No Wikipedia page found
abb68e3c7ca128f2,Julia Polastri,unclear,low,No Wikipedia page found
d7c3816669784109,Karolina Kowalkiewicz,striker_kickboxing,medium,"Wikipedia: Krav Maga from 16, then Muay Thai"
8bd4200561c77a62,Ketlen Souza,unclear,low,Wikipedia names no martial art before MMA
4e30e4250cb08b61,Loma Lookboonmee,striker_kickboxing,high,Wikipedia: Muay Thai from 7; titles and Thai national team
a3a542074109b347,Luana Pinheiro,bjj_grappler,high,Wikipedia: Judo from 2; accomplished junior career
7447e9f28508106a,Mackenzie Dern,bjj_grappler,high,Wikipedia: BJJ from 3; black belt world champion
cd2c4d30c6e13b47,Marina Rodriguez,striker_kickboxing,medium,Wikipedia: Muay Thai from 2013 with amateur bouts
eb04b9d31e938edb,Michelle Waterson-Gomez,striker_kickboxing,high,Wikipedia: Karate from 10; black belt; many arts later
51018a31ddf31eb2,Molly McCann,striker_kickboxing,low,"Wikipedia: Karate, kickboxing and Thai boxing, then boxing from 12"
1235b31de15d0c6e,Montserrat Conejo Ruiz,unclear,low,No Wikipedia page found
9673a497a9da119a,Polyana Viana,bjj_grappler,low,Wikipedia: BJJ from 2013; MMA debut same year
e94085e821bd81de,Sam Hughes,unclear,low,Wikipedia: Started directly in MMA
9c442aaf149ea982,Shauna Bannon,unclear,low,No Wikipedia page found
d25240135aee03e5,Tabatha Ricci,bjj_grappler,medium,"Wikipedia: Judo from 6; Muay Thai, BJJ and boxing later"
d35298b6df168456,Talita Alencar,bjj_grappler,high,Wikipedia: BJJ from 14; black belt world champion
31ef8b67e13495b3,Tecia Pennington,striker_kickboxing,high,Wikipedia: Taekwondo from 3; black belt; Muay Thai 16-4 amateur
